id,set
390013,train
255616,train
137318,train
420614,train
473770,train
659986,train
292842,train
7217,train
82287,train
434831,train
435601,train
101693,train
613824,train
103296,train
163387,train
254952,train
791499,train
621564,train
418632,train
685478,train
591104,train
410053,train
257505,train
788192,train
48656,train
198482,train
155176,train
637213,train
298926,train
668294,train
187921,train
778448,train
348366,train
684627,train
716276,train
604027,train
350034,train
24188,train
782863,train
80333,train
264982,train
289423,train
788337,train
309149,train
84508,train
621508,train
424172,train
8039,train
400506,train
789591,train
81081,train
286803,train
147210,train
273909,train
528965,train
290447,train
183300,train
593792,train
167324,train
573958,train
21618,train
128050,train
96505,train
449424,train
461806,train
225445,train
723798,train
763394,train
671032,train
8352,train
173034,train
245379,train
223259,train
146779,train
732171,train
532047,train
281473,train
257384,train
470528,train
718328,train
75490,train
765246,train
115319,train
481548,train
163964,train
230664,train
132722,train
531526,train
753200,train
185492,train
674719,train
427572,train
44830,train
434917,train
760634,train
571446,train
206423,train
337453,train
722176,train
383009,train
172217,train
11528,train
171903,train
600666,train
760156,train
596096,train
739325,train
6590,train
770352,train
19330,train
612261,train
158854,train
456452,train
696406,train
250298,train
474712,train
716421,train
8123,train
176187,train
704019,train
172363,train
237935,train
596745,train
210827,train
371730,train
188322,train
516444,train
761294,train
177625,train
450033,train
497249,train
232252,train
62341,train
52083,train
329702,train
372590,train
788081,train
223068,train
31970,train
308009,train
219081,train
441486,train
335967,train
325830,train
700148,train
605458,train
623009,train
488290,train
711198,train
389508,train
584655,train
720285,train
515361,train
633791,train
757569,train
251247,train
68290,train
12737,train
258604,train
577964,train
719898,train
313450,train
117524,train
488680,train
256799,train
227534,train
251078,train
207700,train
581203,train
316447,train
53038,train
368679,train
574327,train
67794,train
165891,train
576165,train
658870,train
178522,train
255517,train
442508,train
511994,train
722030,train
6353,train
600668,train
728771,train
503231,train
431506,train
437019,train
488367,train
667587,train
427602,train
27880,train
648663,train
166139,train
122890,train
134683,train
542826,train
235102,train
598567,train
153072,train
623257,train
466837,train
90098,train
669287,train
46677,train
343012,train
130151,train
66841,train
764017,train
570506,train
501696,train
774489,train
630759,train
693154,train
576732,train
230613,train
436709,train
532657,train
605760,train
404268,train
419216,train
415341,train
416427,train
115576,train
657136,train
470125,train
629481,train
573110,train
451858,train
594691,train
731375,train
764129,train
198000,train
353586,train
13782,train
758030,train
455398,train
676631,train
747847,train
192945,train
489279,train
55241,train
392960,train
200199,train
345336,train
287739,train
603343,train
530738,train
689591,train
459877,train
469917,train
346481,train
675381,train
471331,train
520633,train
734709,train
653698,train
541087,train
351774,train
73192,train
609820,train
598056,train
577248,train
109079,train
610852,train
435113,train
129750,train
232489,train
26377,train
107415,train
141882,train
586684,train
53546,train
536816,train
334326,train
444347,train
380120,train
625139,train
164729,train
187535,train
1626,train
1379,train
430653,train
488012,train
351564,train
757046,train
674534,train
72199,train
789191,train
582830,train
731705,train
338849,train
790776,train
477217,train
175261,train
13724,train
170754,train
326276,train
251768,train
30201,train
677334,train
285846,train
106186,train
518130,train
711807,train
321577,train
421709,train
177642,train
525042,train
743175,train
191795,train
791620,train
400607,train
347239,train
282162,train
699441,train
781073,train
335048,train
547643,train
67229,train
788292,train
27320,train
57604,train
657776,train
219343,train
517595,train
710848,train
233383,train
47261,train
248248,train
768226,train
672451,train
122793,train
130814,train
310856,train
349483,train
386260,train
571419,train
365272,train
301870,train
464670,train
133224,train
467695,train
98584,train
238714,train
88783,train
666599,train
782773,train
709241,train
468418,train
269813,train
548861,train
594120,train
366458,train
542226,train
233317,train
214411,train
358501,train
653617,train
518341,train
82893,train
79198,train
521920,train
504838,train
27054,train
518108,train
457162,train
129974,train
565504,train
69218,train
28520,train
63304,train
202086,train
15200,train
760967,train
779144,train
113012,train
733473,train
515343,train
342074,train
280345,train
308800,train
431690,train
634853,train
544842,train
3607,train
478162,train
208074,train
61785,train
723378,train
99472,train
388016,train
426451,train
708066,train
738827,train
653146,train
646177,train
548881,train
510845,train
217577,train
272793,train
716784,train
545519,train
343588,train
309363,train
226943,train
101208,train
64537,train
25515,train
406233,train
587316,train
366654,train
721117,train
523011,train
219973,train
516855,train
10718,train
330721,train
590836,train
362462,train
105610,train
171999,train
450390,train
450756,train
152527,train
5116,train
180772,train
110698,train
638588,train
141851,train
785670,train
549582,train
324190,train
704722,train
502973,train
715288,train
177092,train
729734,train
371207,train
524249,train
639876,train
222715,train
76940,train
90610,train
386669,train
288410,train
206834,train
703627,train
239956,train
278861,train
167367,train
23387,train
220691,train
767142,train
206791,train
87218,train
46454,train
76801,train
426497,train
448640,train
638630,train
639974,train
555733,train
765550,train
343195,train
653778,train
125261,train
196853,train
782088,train
606167,train
661372,train
24674,train
458902,train
775351,train
242032,train
102221,train
62831,train
608382,train
528681,train
345732,train
339861,train
661258,train
338792,train
680113,train
493717,train
68052,train
326409,train
8600,train
348290,train
162248,train
112225,train
78556,train
162454,train
185499,train
612443,train
67094,train
218310,train
426609,train
526964,train
86024,train
301449,train
721342,train
96662,train
253707,train
155802,train
243883,train
176036,train
468209,train
424380,train
136954,train
314192,train
180210,train
327224,train
332065,train
256020,train
139975,train
649882,train
188896,train
48763,train
647973,train
196228,train
647381,train
765296,train
79259,train
772801,train
464100,train
678447,train
88002,train
469865,train
47618,train
160564,train
744213,train
213471,train
703554,train
245147,train
305997,train
514440,train
464458,train
653579,train
368793,train
289758,train
41562,train
210693,train
92889,train
441123,train
474435,train
632722,train
153670,train
737020,train
331736,train
730688,train
151130,train
72414,train
634094,train
681885,train
194829,train
185995,train
181118,train
144921,train
220282,train
547985,train
337616,train
738505,train
408253,train
171102,train
488856,train
193457,train
435650,train
588205,train
234677,train
145849,train
275978,train
782687,train
704356,train
214273,train
169206,train
369812,train
375229,train
684547,train
621173,train
64306,train
237516,train
751693,train
175551,train
665289,train
574487,train
704217,train
15953,train
604300,train
462978,train
709208,train
702672,train
37903,train
449792,train
770457,train
106729,train
180362,train
78578,train
618228,train
633738,train
767739,train
779350,train
76915,train
323229,train
702971,train
229545,train
186257,train
525293,train
70355,train
132589,train
293963,train
237471,train
226275,train
194902,train
637248,train
325667,train
577396,train
772855,train
61386,train
704689,train
285817,train
619805,train
73692,train
89177,train
368102,train
495494,train
192895,train
641603,train
153360,train
782852,train
435134,train
772082,train
102932,train
322705,train
280342,train
394411,train
21123,train
8671,train
64785,train
437596,train
658124,train
290366,train
543668,train
130758,train
294202,train
196170,train
729116,train
592026,train
545255,train
489414,train
22641,train
786270,train
762849,train
344156,train
67130,train
775744,train
730811,train
365633,train
225829,train
677577,train
781770,train
652191,train
49933,train
704976,train
752924,train
562789,train
134881,train
128493,train
219223,train
483379,train
3698,train
6785,train
206821,train
79337,train
22543,train
508420,train
604688,train
88296,train
488994,train
705651,train
294914,train
738820,train
365165,train
117558,train
574469,train
976,train
75395,train
64798,train
397356,train
240024,train
10045,train
572104,train
321991,train
429094,train
181688,train
285501,train
236731,train
533785,train
677205,train
450770,train
503541,train
619251,train
10514,train
675703,train
453515,train
579084,train
93616,train
338254,train
701452,train
163052,train
758509,train
725840,train
468833,train
764747,train
665625,train
110156,train
655113,train
400313,train
103584,train
564495,train
160140,train
266170,train
376795,train
241924,train
159770,train
203316,train
174008,train
685850,train
684493,train
347898,train
719056,train
605041,train
225351,train
416460,train
708046,train
450393,train
588987,train
307850,train
323633,train
234368,train
444674,train
132547,train
665545,train
739850,train
339988,train
173198,train
291930,train
780305,train
370706,train
784334,train
423001,train
251725,train
147841,train
662256,train
321337,train
524112,train
88872,train
277802,train
11372,train
579766,train
26952,train
10808,train
75886,train
434074,train
97841,train
275564,train
684621,train
362311,train
368360,train
303288,train
306125,train
664634,train
298260,train
269096,train
97561,train
45268,train
461280,train
573043,train
410807,train
146590,train
218326,train
274156,train
1014,train
143235,train
298339,train
361022,train
762060,train
24714,train
432131,train
579841,train
662879,train
296666,train
710663,train
778701,train
562375,train
725991,train
13568,train
237855,train
27641,train
310666,train
151627,train
333322,train
759918,train
124689,train
788834,train
371885,train
349454,train
365014,train
463998,train
519176,train
35970,train
251662,train
471594,train
278686,train
111737,train
396123,train
184591,train
779915,train
404952,train
331468,train
661368,train
440175,train
780293,train
106819,train
522203,train
15865,train
380866,train
535898,train
511652,train
709235,train
388881,train
300249,train
531506,train
134840,train
695171,train
338813,train
453122,train
444263,train
788807,train
644537,train
339001,train
161258,train
555674,train
309687,train
672624,train
700696,train
65214,train
52741,train
400960,train
603076,train
411315,train
658621,train
37962,train
151282,train
341574,train
628924,train
444828,train
714444,train
616165,train
175755,train
670837,train
143329,train
606774,train
729419,train
776927,train
538658,train
196429,train
749927,train
192862,train
45112,train
315591,train
304731,train
226036,train
509079,train
278212,train
783762,train
354444,train
203512,train
718950,train
473746,train
158783,train
328794,train
520438,train
249428,train
710094,train
653039,train
99111,train
74663,train
232426,train
202327,train
647142,train
263419,train
174549,train
326683,train
435966,train
156886,train
641510,train
596901,train
324203,train
207516,train
324485,train
636544,train
783887,train
493306,train
113470,train
148947,train
277141,train
714233,train
589102,train
166899,train
755328,train
10028,train
704586,train
329285,train
208381,train
710325,train
760702,train
512524,train
67205,train
151434,train
93473,train
473862,train
192929,train
660674,train
117162,train
16257,train
594013,train
444559,train
594488,train
188132,train
457975,train
290325,train
172663,train
331875,train
195009,train
475363,train
766699,train
382227,train
790229,train
258669,train
107362,train
372821,train
379050,train
360720,train
227588,train
266916,train
281501,train
222513,train
307919,train
564502,train
698963,train
6072,train
620213,train
142067,train
459098,train
146941,train
243249,train
11527,train
493293,train
419955,train
778201,train
357285,train
514045,train
736490,train
535392,train
419561,train
162582,train
658434,train
2754,train
339984,train
574500,train
264272,train
268698,train
637368,train
528395,train
424623,train
692122,train
502080,train
466056,train
448134,train
596807,train
765043,train
769802,train
298495,train
578539,train
426524,train
148216,train
722365,train
757824,train
297621,train
685837,train
573053,train
47460,train
84873,train
697920,train
252188,train
452959,train
61598,train
595024,train
711052,train
177388,train
724927,train
356377,train
612540,train
416939,train
550961,train
267010,train
708937,train
270039,train
202120,train
694526,train
727582,train
150354,train
345269,train
201448,train
386815,train
389538,train
260821,train
313667,train
515164,train
688846,train
428383,train
99910,train
295122,train
480045,train
333516,train
705227,train
705871,train
470983,train
790858,train
407246,train
331130,train
304579,train
788433,train
404583,train
119749,train
144051,train
470787,train
515733,train
175336,train
191671,train
327677,train
633273,train
695714,train
456082,train
426292,train
226205,train
382799,train
775544,train
58081,train
524132,train
6565,train
588491,train
262099,train
268634,train
534913,train
337863,train
686066,train
339209,train
8158,train
71832,train
82159,train
647453,train
671634,train
440792,train
639398,train
85996,train
381076,train
669479,train
779629,train
661285,train
259439,train
407467,train
767267,train
141654,train
752938,train
324538,train
38510,train
169192,train
550169,train
208505,train
26221,train
355295,train
20172,train
744253,train
224338,train
133747,train
45414,train
120948,train
341921,train
298511,train
773043,train
633575,train
330010,train
428327,train
209265,train
271992,train
304882,train
635127,train
285532,train
767302,train
759425,train
13970,train
320490,train
215012,train
22512,train
550469,train
761439,train
348392,train
168659,train
648640,train
548803,train
192153,train
701177,train
438542,train
522014,train
305472,train
270042,train
182704,train
314229,train
451415,train
725097,train
180335,train
695137,train
774370,train
442604,train
692903,train
240152,train
769376,train
355179,train
1090,train
292586,train
90952,train
307138,train
709947,train
633488,train
230213,train
758981,train
703999,train
160363,train
237204,train
273579,train
679611,train
704093,train
250429,train
165852,train
78184,train
264402,train
258107,train
360367,train
505316,train
151070,train
67342,train
742743,train
766881,train
216495,train
345180,train
622959,train
489426,train
37418,train
476126,train
193105,train
755531,train
242891,train
659939,train
719254,train
37680,train
173946,train
416031,train
442037,train
522497,train
385783,train
164394,train
171025,train
47567,train
195338,train
521184,train
73981,train
441949,train
773400,train
347359,train
646377,train
538772,train
750858,train
276789,train
651401,train
578029,train
748091,train
612385,train
781166,train
444466,train
164242,train
219529,train
389443,train
500787,train
229700,train
301643,train
449782,train
328558,train
306407,train
61854,train
638274,train
310849,train
308025,train
686502,train
475411,train
692843,train
334483,train
46290,train
746319,train
25747,train
643122,train
107225,train
502517,train
771805,train
642387,train
144064,train
2644,train
234078,train
266253,train
290046,train
652288,train
777891,train
751279,train
651261,train
739420,train
597752,train
450810,train
273889,train
169168,train
690726,train
393976,train
474652,train
596735,train
772074,train
715391,train
171011,train
663377,train
414794,train
543149,train
724354,train
85398,train
15614,train
615709,train
600021,train
4691,train
179524,train
360689,train
266160,train
89205,train
276463,train
526215,train
385619,train
718640,train
612254,train
593932,train
63891,train
332153,train
291694,train
709892,train
442626,train
768737,train
23271,train
147453,train
99819,train
582701,train
751519,train
253480,train
456987,train
717356,train
162412,train
530839,train
724516,train
122648,train
626608,train
267669,train
575599,train
373924,train
230619,train
276420,train
315104,train
79482,train
336735,train
119509,train
152140,train
13973,train
627723,train
275430,train
632572,train
205616,train
790408,train
122141,train
449909,train
125094,train
712742,train
51496,train
313601,train
275122,train
181903,train
192603,train
426323,train
66339,train
463458,train
777886,train
327610,train
583991,train
96254,train
482847,train
186639,train
280728,train
518575,train
464668,train
341563,train
228746,train
779293,train
469869,train
645205,train
134807,train
719271,train
277480,train
603981,train
359285,train
721011,train
476011,train
771564,train
406250,train
548291,train
605378,train
215395,train
452611,train
190974,train
396711,train
539526,train
369297,train
80780,train
377447,train
192328,train
153534,train
784733,train
208941,train
550358,train
29544,train
402602,train
403443,train
267752,train
456689,train
315614,train
29802,train
327038,train
370857,train
415689,train
711835,train
489975,train
255372,train
792893,train
16122,train
201680,train
759434,train
127011,train
158125,train
428013,train
17767,train
274594,train
202264,train
37935,train
517018,train
406158,train
636546,train
487193,train
261053,train
429082,train
462791,train
239337,train
265163,train
379863,train
177104,train
253859,train
396609,train
571795,train
601529,train
510307,train
157297,train
318392,train
772783,train
677415,train
674193,train
64079,train
148675,train
730720,train
451217,train
776099,train
603506,train
533928,train
382649,train
474289,train
634487,train
754629,train
236772,train
167674,train
175351,train
216315,train
770748,train
551645,train
335559,train
502819,train
307729,train
489436,train
506732,train
386333,train
467883,train
713551,train
609794,train
682565,train
440985,train
104439,train
40392,train
673220,train
177568,train
201204,train
760729,train
234714,train
155230,train
112772,train
364932,train
46012,train
702658,train
295410,train
158850,train
396729,train
652622,train
631151,train
443206,train
296582,train
458963,train
161218,train
441286,train
505499,train
713581,train
647426,train
443519,train
226727,train
666182,train
437978,train
294845,train
756232,train
521473,train
388002,train
54567,train
402571,train
204272,train
372243,train
788542,train
398258,train
606552,train
267479,train
531157,train
317335,train
146786,train
743428,train
155874,train
409115,train
702290,train
489994,train
418888,train
80287,train
79745,train
190049,train
67463,train
420111,train
640616,train
701254,train
355769,train
473524,train
655308,train
610478,train
197704,train
114699,train
533416,train
347661,train
783925,train
12524,train
550353,train
502804,train
340067,train
165681,train
503685,train
506576,train
186431,train
196442,train
111335,train
425111,train
95392,train
652574,train
743097,train
312957,train
227699,train
580881,train
576674,train
197301,train
709794,train
312011,train
725315,train
275888,train
696132,train
219551,train
182362,train
231435,train
772819,train
262224,train
27418,train
48120,train
354178,train
472814,train
425691,train
693896,train
640085,train
548125,train
312191,train
752137,train
177177,train
366986,train
161060,train
718459,train
281073,train
395705,train
410973,train
764503,train
725650,train
269494,train
66843,train
316790,train
328102,train
179157,train
82979,train
617827,train
113300,train
564576,train
418183,train
771733,train
101623,train
357472,train
470414,train
301884,train
651751,train
479433,train
323866,train
35154,train
220262,train
316322,train
521867,train
615043,train
175026,train
542129,train
28673,train
262609,train
248923,train
774155,train
126722,train
330465,train
771695,train
648406,train
475257,train
330069,train
792184,train
81959,train
771257,train
202348,train
210755,train
391460,train
632180,train
537172,train
620259,train
509486,train
605427,train
24655,train
592112,train
411514,train
162015,train
517769,train
585881,train
183956,train
484637,train
385334,train
659154,train
508627,train
85561,train
36745,train
151963,train
333598,train
499505,train
5152,train
199126,train
215586,train
564242,train
201361,train
770778,train
218441,train
506020,train
243021,train
271697,train
225992,train
186177,train
154936,train
97825,train
160956,train
2258,train
93454,train
430411,train
242907,train
185181,train
34194,train
60163,train
203909,train
539585,train
201252,train
203297,train
181409,train
725527,train
645450,train
760652,train
35283,train
142867,train
534995,train
222490,train
460489,train
789780,train
577222,train
205244,train
595174,train
24149,train
565926,train
167377,train
792016,train
519561,train
282342,train
498842,train
272511,train
486835,train
418063,train
44711,train
775041,train
132348,train
589647,train
142290,train
371254,train
66506,train
260157,train
45521,train
727911,train
358528,train
430792,train
616755,train
693136,train
789939,train
482579,train
580252,train
412020,train
350698,train
6884,train
388560,train
324678,train
194260,train
180170,train
379481,train
44804,train
124996,train
7224,train
113251,train
414271,train
201559,train
64911,train
451786,train
98337,train
83238,train
378763,train
503632,train
286568,train
267478,train
41384,train
352400,train
516695,train
28457,train
276274,train
31905,train
731278,train
524738,train
486544,train
159080,train
501576,train
157520,train
137784,train
404463,train
583091,train
354053,train
580843,train
772303,train
778799,train
72329,train
711036,train
443422,train
436576,train
399846,train
197169,train
621820,train
762190,train
31954,train
3506,train
156289,train
462266,train
502683,train
211260,train
12819,train
698004,train
102530,train
407845,train
340510,train
649171,train
617731,train
207599,train
590900,train
381804,train
127501,train
234560,train
453331,train
185486,train
696371,train
252791,train
672652,train
313066,train
769685,train
401437,train
597767,train
35576,train
745263,train
255721,train
8901,train
323478,train
426926,train
536347,train
417580,train
658130,train
23880,train
790970,train
692162,train
143055,train
154186,train
542835,train
750972,train
23115,train
691694,train
749905,train
781399,train
312454,train
440719,train
1064,train
753331,train
571579,train
701427,train
102267,train
68373,train
222650,train
36292,train
243735,train
282941,train
79132,train
470068,train
432052,train
549108,train
649414,train
252969,train
556075,train
710253,train
780513,train
205990,train
9716,train
128623,train
290562,train
45212,train
258063,train
331803,train
627004,train
162354,train
787208,train
376291,train
519299,train
389048,train
80314,train
707941,train
390555,train
399841,train
767,train
480132,train
328569,train
193310,train
425199,train
88213,train
359978,train
331233,train
170041,train
391651,train
443207,train
320963,train
44835,train
41763,train
699367,train
457734,train
281804,train
301236,train
615212,train
359335,train
176537,train
9906,train
147236,train
780464,train
383079,train
320958,train
254436,train
645386,train
471665,train
241081,train
720469,train
197992,train
613138,train
791789,train
361432,train
250982,train
663191,train
581942,train
267862,train
420708,train
322811,train
680406,train
66092,train
775725,train
546170,train
106831,train
175057,train
276661,train
404305,train
334804,train
65416,train
783427,train
772593,train
583433,train
22695,train
707897,train
280688,train
689198,train
739800,train
73747,train
457993,train
280279,train
696146,train
582234,train
37492,train
258170,train
717917,train
118338,train
9159,train
549095,train
142271,train
637326,train
216865,train
718240,train
405642,train
785340,train
406381,train
768339,train
572678,train
681090,train
482428,train
419402,train
282634,train
658537,train
363367,train
523066,train
82651,train
734231,train
492154,train
731830,train
694514,train
516904,train
150792,train
572526,train
430370,train
78003,train
26581,train
544379,train
42032,train
632218,train
451094,train
444461,train
574881,train
347037,train
13905,train
530171,train
184180,train
178538,train
365674,train
582268,train
189169,train
740622,train
280633,train
37330,train
193843,train
68520,train
114133,train
133106,train
145043,train
154984,train
215669,train
760274,train
118200,train
436706,train
789593,train
152839,train
239430,train
570109,train
2027,train
350800,train
282446,train
707674,train
351557,train
261019,train
485846,train
586970,train
392630,train
321542,train
725865,train
36382,train
691412,train
775510,train
24008,train
404470,train
336889,train
171941,train
544117,train
706644,train
356178,train
264238,train
728824,train
425343,train
581084,train
436453,train
414025,train
49449,train
720249,train
53047,train
459360,train
553869,train
318182,train
517239,train
318896,train
454744,train
666221,train
118829,train
669903,train
92269,train
460388,train
472700,train
160852,train
218817,train
243007,train
339068,train
145130,train
146677,train
504471,train
654248,train
356651,train
647569,train
581772,train
2033,train
347655,train
602079,train
426665,train
38698,train
479100,train
154673,train
535313,train
723301,train
632638,train
754819,train
713932,train
534263,train
55999,train
281147,train
28251,train
641518,train
393782,train
443935,train
174528,train
295152,train
775840,train
612901,train
776969,train
523300,train
530172,train
388867,train
276737,train
764411,train
90240,train
6281,train
600122,train
199354,train
376091,train
270449,train
351639,train
779573,train
648621,train
411422,train
770599,train
257056,train
761369,train
530133,train
453423,train
272376,train
389084,train
233253,train
672250,train
146789,train
542459,train
100582,train
751919,train
66357,train
393626,train
405972,train
385459,train
784993,train
2359,train
580038,train
413408,train
242316,train
479418,train
400105,train
34879,train
539704,train
716923,train
45006,train
487808,train
390627,train
270390,train
61576,train
219781,train
373693,train
786784,train
289763,train
722068,train
766136,train
180834,train
695385,train
749434,train
151315,train
724678,train
32683,train
160238,train
610747,train
126805,train
142390,train
674372,train
354640,train
415906,train
17683,train
647898,train
161692,train
434102,train
496269,train
506942,train
533424,train
303390,train
157240,train
550920,train
158065,train
147266,train
163061,train
371999,train
332043,train
361565,train
497893,train
205672,train
425279,train
227487,train
199806,train
326938,train
494973,train
533599,train
316663,train
153196,train
442266,train
495579,train
538382,train
431378,train
473452,train
371520,train
300857,train
202499,train
357740,train
524765,train
448625,train
124471,train
775399,train
293696,train
238278,train
262846,train
790033,train
390836,train
43972,train
373642,train
356435,train
49483,train
312637,train
514081,train
595951,train
575767,train
354589,train
129079,train
343929,train
410224,train
64139,train
179990,train
292741,train
126968,train
462376,train
394438,train
721280,train
644231,train
175350,train
152062,train
792504,train
685658,train
214037,train
758556,train
741673,train
9171,train
629272,train
754475,train
135560,train
606885,train
470044,train
757658,train
113257,train
404705,train
789897,train
35394,train
572340,train
178741,train
345622,train
23946,train
665998,train
458214,train
252520,train
437741,train
42194,train
725823,train
190846,train
586780,train
134144,train
631029,train
151598,train
65556,train
508760,train
645078,train
11841,train
606357,train
316816,train
500777,train
75500,train
567273,train
360871,train
696822,train
215069,train
570069,train
99689,train
267606,train
747012,train
288594,train
438005,train
518986,train
234772,train
700480,train
255081,train
447781,train
3902,train
107417,train
579267,train
208034,train
658066,train
283169,train
277200,train
115383,train
723660,train
715081,train
711578,train
399930,train
654061,train
757135,train
663602,train
94397,train
698015,train
191365,train
288391,train
342079,train
339556,train
519104,train
366402,train
223764,train
482628,train
470249,train
262547,train
560568,train
422630,train
383379,train
751600,train
155502,train
670840,train
266663,train
520602,train
513821,train
132960,train
544808,train
477800,train
410217,train
696644,train
158261,train
122455,train
535636,train
16970,train
736961,train
331463,train
654423,train
245083,train
495051,train
87763,train
127244,train
654011,train
243274,train
311708,train
226677,train
70367,train
501880,train
483322,train
497528,train
781436,train
334952,train
241552,train
534906,train
320472,train
737372,train
760524,train
672450,train
76639,train
726223,train
46209,train
438011,train
4492,train
463138,train
112593,train
195811,train
139278,train
418719,train
754167,train
47696,train
345026,train
44535,train
743233,train
639114,train
123540,train
539723,train
93014,train
199541,train
303277,train
445603,train
448265,train
169456,train
68075,train
508074,train
163376,train
296915,train
74165,train
520695,train
640962,train
757271,train
680064,train
467213,train
35127,train
731452,train
634597,train
210846,train
227303,train
280549,train
236856,train
765808,train
140854,train
470296,train
789355,train
199928,train
469160,train
146531,train
417461,train
169352,train
96503,train
475665,train
155858,train
128745,train
418835,train
509193,train
471018,train
342581,train
426350,train
173933,train
196217,train
335011,train
177517,train
790642,train
521359,train
493975,train
663732,train
380679,train
9307,train
368321,train
219703,train
410176,train
79837,train
117607,train
754878,train
326829,train
403950,train
186375,train
176126,train
315304,train
586340,train
431050,train
657486,train
522344,train
662311,train
144427,train
526757,train
613079,train
114343,train
263455,train
761730,train
602002,train
348954,train
63557,train
404921,train
487298,train
340792,train
113580,train
180555,train
323646,train
709115,train
251529,train
766131,train
594517,train
533918,train
587681,train
274227,train
155035,train
22694,train
3692,train
639304,train
715484,train
330450,train
262724,train
724284,train
467208,train
335057,train
510300,train
85789,train
785935,train
326227,train
384880,train
256354,train
490716,train
191506,train
364939,train
697281,train
258343,train
15420,train
508143,train
768403,train
499204,train
535595,train
509245,train
696576,train
411874,train
312188,train
507676,train
4477,train
172451,train
391697,train
354243,train
383661,train
156599,train
29912,train
247800,train
779153,train
246847,train
197442,train
103960,train
41240,train
190325,train
77368,train
257203,train
111044,train
664720,train
222249,train
26492,train
759777,train
671756,train
622665,train
435624,train
198412,train
732881,train
745345,train
4775,train
540881,train
372351,train
779357,train
125944,train
276700,train
145801,train
778876,train
596862,train
766707,train
781243,train
404112,train
313509,train
143995,train
128373,train
704763,train
752104,train
342111,train
684609,train
479695,train
118150,train
411565,train
95645,train
66128,train
276296,train
172933,train
279787,train
10917,train
22658,train
375918,train
15006,train
102126,train
249217,train
336126,train
718753,train
45770,train
104544,train
232184,train
16209,train
384447,train
299895,train
127564,train
443293,train
357703,train
127178,train
712210,train
362656,train
735203,train
99905,train
138945,train
740028,train
717105,train
365013,train
736302,train
261694,train
233944,train
93623,train
550262,train
226305,train
660640,train
714256,train
589804,train
116383,train
736222,train
335509,train
150620,train
352223,train
369854,train
311161,train
735002,train
148071,train
427586,train
30502,train
413679,train
435906,train
242146,train
600688,train
243980,train
470522,train
112414,train
171606,train
643807,train
251651,train
727809,train
381632,train
618833,train
368446,train
62670,train
106589,train
74875,train
161309,train
180005,train
391123,train
248910,train
714713,train
731083,train
287954,train
225320,train
719188,train
43335,train
210041,train
702130,train
357487,train
656390,train
656234,train
671271,train
246551,train
671835,train
360387,train
760818,train
137650,train
461150,train
611308,train
424799,train
353723,train
155415,train
750751,train
738764,train
695821,train
185079,train
659429,train
685676,train
432248,train
235122,train
618399,train
274621,train
208687,train
69558,train
780872,train
92344,train
311671,train
195145,train
758842,train
545080,train
683009,train
409743,train
725147,train
216924,train
337904,train
220696,train
439575,train
221406,train
502703,train
273570,train
358270,train
239107,train
372960,train
160185,train
320972,train
167349,train
44408,train
779869,train
740247,train
117184,train
110243,train
726106,train
609007,train
20473,train
297309,train
62326,train
451373,train
142098,train
679627,train
550427,train
479037,train
235657,train
9075,train
624410,train
325638,train
572460,train
368022,train
32192,train
2836,train
213082,train
431001,train
479975,train
524896,train
241222,train
406735,train
115418,train
602746,train
214048,train
391907,train
538939,train
696842,train
623401,train
488426,train
138068,train
487753,train
192260,train
320879,train
774795,train
585781,train
9023,train
715379,train
128824,train
429523,train
675451,train
300346,train
287499,train
101492,train
324429,train
545607,train
308342,train
580438,train
28246,train
579786,train
13406,train
400157,train
630757,train
335848,train
548196,train
565723,train
777564,train
315887,train
64173,train
356055,train
295989,train
31719,train
589651,train
740246,train
645377,train
171009,train
162016,train
461985,train
345858,train
93412,train
544679,train
178375,train
15170,train
430015,train
431281,train
776656,train
125673,train
635116,train
549730,train
547931,train
507837,train
646484,train
498765,train
699048,train
257485,train
65440,train
774887,train
23057,train
434112,train
232800,train
164948,train
620832,train
27175,train
356123,train
291243,train
204811,train
513950,train
5862,train
291320,train
611353,train
427795,train
386440,train
124811,train
96481,train
528623,train
364688,train
710649,train
662869,train
687613,train
426936,train
484020,train
457335,train
212286,train
552905,train
422844,train
406629,train
14155,train
136856,train
536281,train
392215,train
394265,train
337044,train
715122,train
127708,train
653999,train
726792,train
570868,train
239047,train
381409,train
129870,train
341234,train
80693,train
705491,train
700175,train
91407,train
283834,train
146813,train
152301,train
109564,train
393617,train
321613,train
327881,train
240022,train
283424,train
111892,train
455378,train
355900,train
261840,train
44882,train
546411,train
476165,train
342261,train
378852,train
273740,train
659403,train
387912,train
65205,train
156101,train
536544,train
732539,train
726331,train
741938,train
331555,train
613089,train
769643,train
223859,train
717858,train
106253,train
484465,train
677719,train
394870,train
205174,train
378252,train
366068,train
74445,train
230923,train
114385,train
159008,train
182288,train
67485,train
677234,train
759903,train
70985,train
253632,train
273801,train
142767,train
641322,train
708405,train
602707,train
145882,train
83464,train
584652,train
720081,train
27208,train
15188,train
78345,train
78824,train
307893,train
538873,train
217433,train
13944,train
750601,train
109152,train
194010,train
62319,train
471366,train
715051,train
156352,train
707079,train
517022,train
791071,train
212443,train
207878,train
618393,train
318140,train
334761,train
404512,train
657920,train
714899,train
527429,train
580796,train
676719,train
745830,train
162339,train
146996,train
545035,train
761486,train
673814,train
